Card_Type_Code,Card_Type_Full_Name,Issuing_Bank,Card_Number,Card_Holders_Name,CVV_CVV2,Issue_Date,Expiry_Date,Billing_Date,Card_PIN,Credit_Limit
HR,Hiper,Capital One,6375686714689783,Marilyne Funk,9451,07/2007,11/2010,19,2443,934835
UP,UnionPay,Chase,6443727222885337,Dovie Mraz,759,03/2017,07/2021,22,8659,5902
UP,UnionPay,Barclays,213180693874949020,Rashad Mann,225,11/2000,02/2004,13,3713,463909
UP,UnionPay,U.S. Bancorp,3670447247532951,Julia Vandervort,838,11/2010,06/2014,17,2742,643376
HC,Hipercard,Wells Fargo,379618793096316,Max Lueilwitz,802,07/2012,12/2015,18,8245,210124
UP,UnionPay,Chase,811077619523639,Vallie Moen,358,05/2007,04/2012,6,2024,335967
JC,JCB,Japan Credit Bureau,500000534696738878,Brad Auer,828,07/2014,06/2018,13,8292,179901
MT,Maestro,Bank of America,6375997444117429,Nova Jones,217,04/2014,11/2018,18,4884,9605
MC,Mastercard,Bank of America,6375990805360571,Nannie Ward,313,01/2017,03/2020,21,5786,715691
JC,JCB,Japan Credit Bureau,6580000093941824674,Aisha Hauck,697,03/2008,06/2011,1,7183,493789
UP,UnionPay,Bank of America,5158683399896564,Jaquan Pouros,700,06/2007,07/2010,1,6018,937647
VI,Visa,Capital One,6376092946876547,Kathlyn Murazik,839,03/2018,12/2022,19,7669,291204
EO,Elo,Chase,378825500260710,Jovan Barton,418,01/2005,02/2008,2,7491,429424
MT,Maestro,Wells Fargo,6370958909515247,Rhett Mueller,5615,11/2017,01/2021,2,4345,110520
HR,Hiper,Capital One,622059342869756988,Joshuah Mosciski,711,06/2006,01/2010,8,5357,119022
HC,Hipercard,Wells Fargo,3001244897969974328,Lenore Boyer,870,06/2020,07/2023,17,4838,47894
JC,JCB,Japan Credit Bureau,632582324051811321,Candida Runolfsdottir,562,06/2020,03/2025,8,7506,414208
DS,Discover,Discover,345466768329788,Hilario Leuschke,381,08/2020,06/2024,16,4509,260433
JC,JCB,Japan Credit Bureau,2662735680880578,Rebecca Bogisich,726,11/2001,04/2005,22,7487,821331
VI,Visa,GE Capital,59089211895009226,Anna Lockman,922,04/2005,05/2009,17,9990,660803
EO,Elo,Barclays,6504052328462915,Angelita Baumbach,2688,07/2001,06/2006,19,3047,248333
UP,UnionPay,Wells Fargo,2705413716758759,Kitty Wiegand,954,04/2015,09/2018,7,6297,645110
MT,Maestro,Barclays,348659734218732,Evans VonRueden,962,06/2001,05/2006,13,1374,871079
UP,UnionPay,Chase,6376124964076351,Hayden Harvey,339,10/2017,10/2021,27,3442,421008
MT,Maestro,Wells Fargo,81702255264358079,Garrison Barrows,2168,02/2012,09/2015,18,5797,494368
MC,Mastercard,Wells Fargo,213192276343716653,Ewald Gottlieb,290,09/2013,12/2017,5,4897,316480
HC,Hipercard,U.S. Bancorp,4133753695656625,Josie Feil,500,05/2016,11/2019,15,5215,416748
AX,American Express,American Express,6493545996982135685,Tom Yundt,701,06/2009,02/2014,7,3335,151099
VI,Visa,Barclays,4298495754887979,Fiona Carroll,272,07/2014,03/2018,20,2487,508010
MT,Maestro,Chase,4304736839207408,Sophie Ratke,285,03/2006,07/2009,6,5076,471472
JC,JCB,Japan Credit Bureau,6375995177385239,Guillermo Bahringer,110,01/2015,10/2019,2,9200,655504
DS,Discover,Discover,372613112603253,Melba Towne,935,03/2000,09/2003,18,7033,700022
DS,Discover,Discover,6362977611503689,Wendell Grady,311,04/2002,08/2006,23,7067,384896
HR,Hiper,Bank of America,50000073000474009,Lea Goodwin,214,02/2004,05/2008,25,9029,142695
DS,Discover,Discover,5156343713577620,Anna Barton,177,05/2000,04/2005,15,9244,534517
HC,Hipercard,GE Capital,6062821969051839,Demario Medhurst,366,08/2019,03/2024,14,5504,813023
VI,Visa,GE Capital,6062827419571425,Willard Cronin,605,02/2009,01/2013,22,7139,965450
JC,JCB,Japan Credit Bureau,6363683245468757,Tess Damore,726,08/2016,08/2020,14,2320,602648
AX,American Express,American Express,6062823099985977,Mercedes Weimann,865,12/2006,09/2010,11,6551,43727
JC,JCB,Japan Credit Bureau,3589445049176636693,Nikolas Mosciski,2437,12/2018,01/2023,1,7471,866679
EO,Elo,Chase,3057845306433784,Amir Kihn,520,12/2018,10/2023,6,7732,834540
AX,American Express,American Express,344928762715115,Rebecca Emmerich,205,12/2001,01/2005,7,1025,551662
HC,Hipercard,U.S. Bancorp,6261350670243106133,Bryce Harris,8809,01/2014,02/2018,23,7329,52499
JC,JCB,Japan Credit Bureau,5192863300532247,Nestor Pfannerstill,998,10/2010,02/2014,9,3314,178559
JC,JCB,Japan Credit Bureau,4409870492495135,Josh Lueilwitz,617,07/2012,05/2017,15,2716,269693
AX,American Express,American Express,6550218781512560,Rey Wolff,469,10/2010,12/2013,22,9003,110166
HC,Hipercard,Wells Fargo,6062820464017659,Enos Hahn,560,09/2020,05/2024,1,4868,784577
VI,Visa,Bank of America,35287829193910470,Antwon Kessler,565,02/2007,03/2010,2,4350,541148
EO,Elo,Capital One,627050406162566465,Deon Kutch,762,12/2007,06/2012,9,6111,729836
DC,Diners Club,Diners Club International,56322562263158224,Joe Kunde,297,01/2020,08/2024,12,7631,858740
DS,Discover,Discover,18001195900126508,Marcelo Dickinson,122,12/2018,12/2021,14,7444,805120
AX,American Express,American Express,6062829998627578,Valentin Schoen,533,08/2017,06/2022,3,2951,174057
MT,Maestro,Wells Fargo,349099303145231,Brandi Yundt,884,05/2005,02/2010,9,5447,371603
HC,Hipercard,Capital One,2704078477357280,Branson Lubowitz,335,08/2010,09/2014,8,4850,9861
MC,Mastercard,Wells Fargo,342834831971303,Abel Hintz,618,12/2013,08/2018,9,6944,324980
JC,JCB,Japan Credit Bureau,2290887419749697,Reuben Ruecker,153,10/2003,11/2007,6,5085,52066
EO,Elo,Barclays,6506667016583612148,Zetta Beier,149,06/2013,05/2017,9,8758,59247
AX,American Express,American Express,18000888769001017,Wayne Raynor,259,08/2013,08/2017,4,5600,887163
MC,Mastercard,U.S. Bancorp,6582688511702404,Meda Greenfelder,877,05/2017,11/2021,12,3573,426808
HC,Hipercard,Bank of America,6509015065322589,Roberta Homenick,723,01/2008,03/2012,26,6524,584024
MC,Mastercard,Wells Fargo,3007875975478411033,Darrel Hirthe,653,10/2006,03/2011,12,4661,592260
VI,Visa,Bank of America,6447443505508521846,Ronny Block,240,04/2006,05/2009,18,7406,231767
DC,Diners Club,Diners Club International,62409661166421756,Sid Kertzmann,630,02/2001,03/2005,17,1603,611006
HR,Hiper,Barclays,6495939571452183512,Hillary Runolfsson,924,06/2015,01/2020,5,3220,850833
MT,Maestro,Wells Fargo,36986659007486,Ned Thiel,784,12/2019,11/2024,26,7644,264403
AX,American Express,American Express,6504851165287024,Judson Hartmann,784,04/2019,11/2022,26,1329,701532
HC,Hipercard,GE Capital,6062820786600299,Davon Donnelly,1208,08/2015,07/2019,20,5701,92721
JC,JCB,Japan Credit Bureau,611375144273544491,Marvin Murphy,340,03/2010,05/2014,9,2092,589526
JC,JCB,Japan Credit Bureau,6375682626740848,Kameron Hahn,545,06/2010,04/2014,15,9548,439406
AX,American Express,American Express,36200006471738,Dena Frami,515,04/2017,08/2020,23,9896,14134
EO,Elo,U.S. Bancorp,8132857564629894,Maya Marks,6766,08/2017,01/2022,20,6806,661664
AX,American Express,American Express,3006494338622804269,Lambert Wisozk,496,06/2011,11/2014,22,7385,909118
UP,UnionPay,Capital One,6062825627118898,Amani Veum,512,05/2014,05/2019,12,4273,185180
UP,UnionPay,U.S. Bancorp,36781003974519,Hershel Nikolaus,550,05/2012,07/2016,17,2004,445313
EO,Elo,Wells Fargo,5089996539422315342,Amanda Schroeder,659,10/2001,08/2005,5,1714,518375
MT,Maestro,GE Capital,30057879897787,Boris Zieme,395,01/2018,12/2021,23,8313,55109
UP,UnionPay,Wells Fargo,2236688207290507,Nellie Abernathy,885,08/2013,03/2018,6,6081,978929
HC,Hipercard,Capital One,1800757545628470727,Afton Thiel,639,02/2014,03/2018,3,1833,146360
AX,American Express,American Express,6507270308338775,David Reynolds,487,07/2006,05/2011,26,8310,960919
DS,Discover,Discover,2230477363178169,Gordon Bosco,846,11/2011,09/2015,27,2644,670739
HR,Hiper,Barclays,372701071593142,Carson Herman,530,03/2002,07/2006,15,1582,488083
JC,JCB,Japan Credit Bureau,6375990288907211,Enoch Olson,797,09/2011,02/2016,15,5607,269331
VI,Visa,Barclays,2131343957428990,Ford Morissette,755,04/2009,07/2013,26,9196,62907
JC,JCB,Japan Credit Bureau,6062828761681929,Magnus Schaefer,538,08/2001,07/2006,20,7212,636740
MC,Mastercard,Bank of America,35898656789340965,Zack Ruecker,291,06/2003,05/2007,18,3445,81427
AX,American Express,American Express,6533249743054732,Caitlyn Legros,911,03/2016,01/2020,14,3542,961303
HC,Hipercard,U.S. Bancorp,8152129509259244,Araceli Casper,859,09/2006,12/2010,3,9465,712028
MT,Maestro,Chase,4344279947155310,Kathlyn Rutherford,6697,06/2007,04/2012,4,1403,27142
JC,JCB,Japan Credit Bureau,35284416894493163,Lesley Ullrich,411,12/2016,01/2020,20,9280,571604
HC,Hipercard,Wells Fargo,2716581547365429,Wallace Bartell,461,03/2012,11/2015,2,5059,872218
VI,Visa,Barclays,341307280669018,Ruby Hilpert,442,08/2016,04/2021,7,4795,816103
AX,American Express,American Express,4963719965553912,Vito Leffler,939,09/2008,09/2012,20,6471,4405
EO,Elo,Capital One,62201995114115981,Arvid Rodriguez,740,01/2005,01/2009,22,5699,199908
UP,UnionPay,Bank of America,6062827729529733,Jamel Murphy,258,01/2016,07/2020,6,6263,592110
EO,Elo,Bank of America,373782651543284,Herminia Damore,791,03/2013,12/2016,27,2293,72963
EO,Elo,GE Capital,6062821473422369,Amir Kemmer,662,12/2003,08/2007,10,9940,517880
HR,Hiper,GE Capital,3811378859212246,Octavia Schamberger,659,01/2013,07/2016,17,6512,809330
JC,JCB,Japan Credit Bureau,6011921518522643491,Tia Murray,395,08/2008,11/2012,16,5726,556747
EO,Elo,Wells Fargo,62212651890637014,Katheryn Kilback,675,03/2000,12/2003,3,3805,998198
MT,Maestro,Chase,1800238860191971459,Tito Gibson,792,09/2006,06/2011,3,9686,1933
VI,Visa,Bank of America,3003530494340968,Brent Schultz,259,06/2005,05/2010,5,7358,581012
VI,Visa,Chase,2131392015406178629,Isaiah King,885,01/2008,11/2012,1,7736,296621
JC,JCB,Japan Credit Bureau,3528456662372330798,Christa Pollich,339,02/2016,05/2019,5,5899,143562
UP,UnionPay,Wells Fargo,6505412226165078,Otho Morissette,582,08/2004,09/2007,9,9987,648234
DC,Diners Club,Diners Club International,6062825170574539,Joannie Welch,368,08/2000,07/2004,18,1286,811097
EO,Elo,Wells Fargo,18009065786793709,Hadley Mitchell,729,05/2010,01/2014,15,8133,410769
EO,Elo,GE Capital,3528529535479369,Edna Abshire,745,03/2017,12/2020,19,4222,6255
MC,Mastercard,Wells Fargo,348066167028069,Edmond Fritsch,288,02/2012,02/2017,20,2437,493159
UP,UnionPay,Barclays,622999754211395328,Viola Kerluke,984,02/2020,04/2023,20,6380,6913
JC,JCB,Japan Credit Bureau,62197703727809,Sallie Smitham,4783,07/2001,01/2005,18,4092,997316
HR,Hiper,GE Capital,39120332950758,Brennon Hoeger,425,09/2000,08/2005,1,1907,180494
VI,Visa,Bank of America,2711857796345113,Harold Heathcote,404,01/2010,12/2013,27,8541,919460
DC,Diners Club,Diners Club International,5679526614595,Kellie Kshlerin,959,01/2005,05/2008,10,1827,121463
UP,UnionPay,GE Capital,6507202583252041,Chadd Boehm,524,10/2014,06/2019,25,9301,81220
VI,Visa,Capital One,6062826208445049,Vernice Little,456,01/2002,05/2006,27,2239,370685
HR,Hiper,Bank of America,6507277920242087,Marlon Schamberger,787,10/2020,09/2024,26,9142,244113
EO,Elo,U.S. Bancorp,5521370441147101,Brittany Gutmann,128,05/2013,12/2016,19,3016,95554
HR,Hiper,U.S. Bancorp,3000070703620581489,Ignatius Grimes,969,01/2018,04/2021,26,6283,40110
EO,Elo,Barclays,5127728504149298,Mckenzie Waters,819,06/2010,01/2014,16,1721,92245
HC,Hipercard,U.S. Bancorp,5993187670873,Oral Leannon,695,01/2013,09/2016,5,3015,856284
HR,Hiper,Barclays,6062826328628078,Hazel Runolfsson,548,06/2002,12/2005,2,2629,607560
AX,American Express,American Express,2708245834926679,Virgil Corwin,544,06/2009,10/2012,22,3114,64954
JC,JCB,Japan Credit Bureau,8151859575185467129,Drake Kirlin,225,02/2014,12/2017,13,6846,83248
EO,Elo,GE Capital,375645891322637,Terence Pollich,839,05/2010,04/2014,6,9026,474467
UP,UnionPay,Capital One,6376095914895142,Delta Veum,454,12/2019,09/2023,10,2523,833287
UP,UnionPay,Chase,6497479275832338,Aubree Beatty,669,07/2004,10/2007,6,3023,273589
DC,Diners Club,Diners Club International,371250317123828,Brooklyn Labadie,143,02/2015,04/2019,5,7743,180356
MC,Mastercard,U.S. Bancorp,6590606591545048357,Rosanna Corwin,998,04/2014,09/2017,24,4880,639668
JC,JCB,Japan Credit Bureau,30573778236398,Jedediah Trantow,887,05/2018,04/2022,20,5109,344433
AX,American Express,American Express,4659993127933309,Randy Halvorson,533,11/2016,07/2021,14,2716,980826
JC,JCB,Japan Credit Bureau,6504057934283316,Parker Lindgren,678,05/2011,02/2015,23,4824,323780
AX,American Express,American Express,6500358779323249,Arch Rau,527,09/2003,12/2006,16,4739,340037
HC,Hipercard,Chase,4312741229992403,Silas Zulauf,985,06/2000,10/2004,8,5663,973493
DS,Discover,Discover,6062824430628649,Christy Larkin,589,08/2015,01/2020,7,7127,327126
DC,Diners Club,Diners Club International,6516798899494606,Cletus Ziemann,361,05/2018,05/2022,13,5949,944605
HC,Hipercard,U.S. Bancorp,6496560978644137823,Glennie Prosacco,625,02/2007,03/2011,23,2073,220161
EO,Elo,U.S. Bancorp,6500334512155636,Shad Macejkovic,882,06/2014,03/2019,27,3021,66775
HR,Hiper,GE Capital,627085240143879,Lilliana Schaden,3425,12/2004,01/2009,21,1477,286018
DS,Discover,Discover,627054868669938,Julien Crona,879,08/2002,12/2006,25,6712,29176
HC,Hipercard,U.S. Bancorp,6510551956554107068,Annabelle Sawayn,594,03/2006,09/2010,3,5260,370685
HR,Hiper,Bank of America,4748888828552247,Kali Volkman,900,12/2018,06/2023,17,3119,762457
AX,American Express,American Express,4068159127745938,Sierra Stehr,7132,08/2006,04/2011,26,8223,863016
UP,UnionPay,Wells Fargo,1800738387029490242,Alana Oberbrunner,848,07/2016,12/2020,7,9562,113204
VI,Visa,U.S. Bancorp,374763486196828,Lempi Bauch,866,02/2017,12/2021,20,6768,335466
MT,Maestro,Barclays,4917111347464348,Turner Bailey,2730,08/2008,12/2012,14,1584,998473
JC,JCB,Japan Credit Bureau,349122818416044,Dangelo Bartoletti,862,10/2009,07/2013,16,5119,313184
DC,Diners Club,Diners Club International,2701997119420144,Andreane Kuvalis,345,04/2020,11/2023,20,8701,904825
JC,JCB,Japan Credit Bureau,6375993914795893,Annetta Welch,430,08/2012,10/2016,13,6453,836840
MC,Mastercard,GE Capital,6062820446239850,Madilyn Cole,445,01/2001,10/2005,5,7924,160223
HR,Hiper,Capital One,6370955937230344,Dessie Wiza,992,07/2007,08/2010,10,5221,940650
MT,Maestro,U.S. Bancorp,2131000654895562,Avery Hegmann,292,04/2007,03/2012,10,8092,780142
VI,Visa,Wells Fargo,3528678746556968,Mitchel Kuphal,469,02/2018,11/2022,23,6830,472262
DC,Diners Club,Diners Club International,673751425103,Cleora Daugherty,938,10/2013,09/2017,6,3040,602785
MT,Maestro,Bank of America,3867762523854728,Aliyah Maggio,541,05/2020,09/2024,4,8573,200693
DS,Discover,Discover,6062825765091048,Ericka Rath,566,04/2020,05/2024,17,5398,203739
JC,JCB,Japan Credit Bureau,6062821659557632,Kristin Walsh,572,06/2020,11/2024,17,2748,800125
HC,Hipercard,U.S. Bancorp,358957595033512439,Neil Gorczany,473,03/2019,12/2023,26,1454,111352
JC,JCB,Japan Credit Bureau,560159509078347681,Jonathan Tromp,931,08/2009,11/2012,21,5290,41074
HR,Hiper,Capital One,341080256769779,Ivy Abbott,1036,12/2001,02/2005,24,2354,985423
EO,Elo,U.S. Bancorp,6491961198180645768,Hilda Feeney,215,02/2007,01/2012,15,1124,613939
DC,Diners Club,Diners Club International,379074804648523,Frances Dare,5961,03/2003,10/2007,6,1395,324420
HC,Hipercard,Capital One,6375683358458070,Alayna Trantow,608,03/2011,11/2014,27,2806,404547
HC,Hipercard,Wells Fargo,6580011525817112,Javonte Predovic,852,07/2013,09/2016,15,1922,6046
AX,American Express,American Express,6550212943628802,Helen Toy,244,10/2014,09/2018,8,7193,26411
MC,Mastercard,Capital One,2221972908726416,Dale Schroeder,783,08/2002,10/2006,13,2093,291909
HR,Hiper,Wells Fargo,621872383529973792,Cristobal Brown,947,09/2017,04/2022,15,6302,892287
MC,Mastercard,Chase,180044998242717026,Nedra Lehner,262,01/2006,09/2009,6,7620,393829
UP,UnionPay,GE Capital,6563835213831474805,Chad Kuhn,422,12/2019,04/2024,19,8811,800600
MC,Mastercard,U.S. Bancorp,347023820676140,Arlene Wunsch,578,12/2013,04/2017,3,9460,65273
DC,Diners Club,Diners Club International,6549620607877206,Constance Ondricka,137,05/2008,02/2013,24,1935,200663
DS,Discover,Discover,3589078192732128898,Stacey Harvey,5004,01/2017,07/2020,23,1268,81644
HC,Hipercard,Bank of America,6499559759978763518,Bradford Schaefer,512,04/2005,12/2008,26,8743,467451
DC,Diners Club,Diners Club International,3589434365911241,Brannon Donnelly,7367,12/2017,12/2021,10,5330,117773
JC,JCB,Japan Credit Bureau,39508013673378,Lori Gleason,394,07/2005,08/2008,18,2480,635834
EO,Elo,Wells Fargo,2293938042103492,Gwendolyn Sawayn,852,03/2020,01/2025,5,2250,330737
DC,Diners Club,Diners Club International,5000006352443689,Shanon Powlowski,293,10/2015,09/2020,22,6514,973102
EO,Elo,GE Capital,2719330840646672,Shad Dickinson,481,04/2011,10/2015,23,1936,73299
HR,Hiper,Barclays,3927047285464264,Delbert Olson,681,10/2003,01/2008,12,5225,230608
DC,Diners Club,Diners Club International,4528556988267866,Kamron Botsford,406,08/2014,01/2018,16,7244,586147
EO,Elo,Wells Fargo,21311204899224909,Bertram Schmeler,6408,06/2012,05/2016,20,4781,77437
VI,Visa,Capital One,6062828422957692,Austen Murphy,174,10/2006,12/2010,2,5307,155313
HR,Hiper,Wells Fargo,6440924914760195575,Loma Dare,988,01/2001,07/2004,26,8466,436029
DC,Diners Club,Diners Club International,5000006828991141246,Lottie Murray,875,04/2007,08/2011,7,4504,611366
DS,Discover,Discover,3831017397826697,Toney Torp,541,07/2018,04/2022,1,4559,10134
UP,UnionPay,Barclays,4574363831664339,Columbus Denesik,871,03/2009,07/2013,15,6409,90546
EO,Elo,GE Capital,3053816148131557396,Jensen Hyatt,380,06/2007,12/2011,7,3735,452455
HC,Hipercard,Bank of America,621972637811190129,Garett Kling,290,10/2015,05/2019,6,3081,691977
DS,Discover,Discover,4579349322268719,Rico Schulist,710,09/2019,11/2022,26,5785,218738
UP,UnionPay,Barclays,6375682360501554,Maiya Jaskolski,169,10/2004,04/2008,22,9700,348109
HC,Hipercard,GE Capital,4011780273530663,Tina Hansen,177,10/2012,07/2017,15,9056,360703
UP,UnionPay,GE Capital,2230816408369384,Maurice Boehm,390,07/2007,06/2011,10,6086,885176
DC,Diners Club,Diners Club International,6375999760897113,Deonte Johnson,469,08/2012,08/2017,14,1328,132896
HC,Hipercard,Barclays,6516798373492522,Grover Schmitt,477,07/2004,05/2008,21,2676,171540
HR,Hiper,U.S. Bancorp,213175657559246199,Haylie Weissnat,709,01/2017,03/2020,20,9741,233920
EO,Elo,Bank of America,2229947606680463,Johnson Hackett,341,07/2015,02/2019,17,5919,163447
VI,Visa,Capital One,6011298895515407398,Federico Beer,902,09/2019,07/2023,3,9297,535743
DS,Discover,Discover,677069930534034,Kailyn Batz,218,05/2016,09/2020,21,3360,38932
EO,Elo,U.S. Bancorp,213175324319080695,Lucious OReilly,316,06/2003,01/2008,3,7993,510566
EO,Elo,Wells Fargo,6507279477604461,Matt Brakus,796,01/2007,02/2011,20,4313,851316
VI,Visa,Bank of America,3834423036819391998,Creola Carter,285,07/2019,06/2024,27,5860,486879
HR,Hiper,Chase,67738204401058,Randall Price,348,11/2018,06/2023,23,8581,357290
DC,Diners Club,Diners Club International,4739616714525568,Kaylah Blanda,693,07/2010,04/2014,8,9238,907230
AX,American Express,American Express,352805100254625445,Markus Toy,423,10/2002,04/2006,19,3695,211264
DC,Diners Club,Diners Club International,62207064710173078,Efren Harber,367,05/2007,11/2011,7,4558,28172
VI,Visa,GE Capital,81106915773937364,Margie Nicolas,149,05/2019,11/2023,2,9476,418572
DC,Diners Club,Diners Club International,3879727719035909,Eino Leannon,388,07/2020,10/2023,8,5018,388472
HR,Hiper,Chase,2131907391932872,Alvah Runolfsdottir,370,07/2019,07/2023,10,7920,52605
VI,Visa,Chase,6500335200339945,Freeman Reynolds,983,04/2000,07/2004,23,2430,954567
MC,Mastercard,Chase,5089994475299,Adelia Mante,791,11/2008,03/2013,11,3412,979780
DC,Diners Club,Diners Club International,1800292348200690248,Enos Klocko,649,07/2013,02/2018,19,1746,173114
DC,Diners Club,Diners Club International,8163770004521369,Sister Cassin,266,07/2015,11/2019,21,1922,79781
MT,Maestro,Wells Fargo,6062822694407007,Cassidy Schmidt,999,06/2010,09/2014,26,3298,513877
MC,Mastercard,GE Capital,6062825042512279,Josefina Jast,327,06/2005,04/2009,7,9057,362601
HC,Hipercard,U.S. Bancorp,8152708687178746,Jodie Johns,385,02/2005,09/2008,7,7432,925802
